sample_id,catalog_content,image_link,price
17648,"Item Name: OH SNAP! Dilly Bites Fresh Dill Pickle Snacking Cuts, 3.25 oz, Case of 12
Bullet Point 1: Fresh Packed Dill Pickle Bites
Bullet Point 2: No Brine Added
Bullet Point 3: Gluten Free
Bullet Point 4: Fat Free
Bullet Point 5: 12 count case of 3.25 ounce bags
Product Description: Yes, they're crunchy, delicious, spicy and healthy-everything you love about spicy pickles. However, OH SNAP! individually wrapped dill pickles and veggies have no added brine, so there's less mess. Plus, they are single-serve so you can enjoy them with a meal or as a refreshing snack on the road, in a school lunch, or … right now!
Value: 39.0
Unit: Ounce
",https://m.media-amazon.com/images/I/719vf7lj4mL.jpg,1.99
17712,"Item Name: Kool-Aid Juice Jammers, Includes (40) 6-fl.-oz. Pouches with Classic Kool-Aid flavors Cherry, Grape, Tropical Punch and Strawberry Kiwi, 2 Pack
Value: 480.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/71z5K3rB41L.jpg,18.985
18872,"Item Name: Guava Dandelion Root Tea (Loose) (4 oz, ZIN: 552515) - 3 Pack
Bullet Point 1: Our Guava Dandelion Root tea is a delicious naturally flavored Dandelion Root coffee substitute with Marigold that you will enjoy relaxing with anytime! The natural and caffeine-free Guava taste is delicious! - Ingredients: Dandelion Root, Marigold and Natural Guava Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 4 oz
Bullet Point 5: Loose Leaf Dandelion Root Tea - Packed in a convenient upright pouch!
Product Description: Our Guava Dandelion Root tea is a delicious naturally flavored Dandelion Root coffee substitute with Marigold that you will enjoy relaxing with anytime! The natural and caffeine-free Guava taste is delicious! - Ingredients: Dandelion Root, Marigold and Natural Guava Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teaspoon of tea for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Strain and pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teaspoons of tea into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the tea itself. Steep for 5 minutes. Fill a serving pitcher with 1/4 cold water. Strain and pour the tea into the serving pitcher Add ice and top up with cold water. Sweeten and garnish to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to maintain our affordab
Value: 12.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81ZJcFdw1lL.jpg,52.41
20265,"Item Name: Strawberry Papaya Yerba Mate Tea (50 tea bags, ZIN: 565267) - 3 Pack
Bullet Point 1: Our Strawberry Papaya Yerba Mate tea is a scrumptuous all-natural flavored Yerba Mate coffee substitute with Strawberries, Papaya and Lime Peel that will refresh you with its terrific taste! You will enjoy the earthy and acidity-free Strawberry Papaya aroma and flavor again and again! - Ingredients: Yerba Mate, Strawberries, Papaya, Lime Peel and Natural Strawberry Papaya Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 50 tea bags
Bullet Point 5: Yerba Mate Tea Bags - Packed in a convenient upright pouch!
Product Description: Our Strawberry Papaya Yerba Mate tea is a scrumptuous all-natural flavored Yerba Mate coffee substitute with Strawberries, Papaya and Lime Peel that will refresh you with its terrific taste! You will enjoy the earthy and acidity-free Strawberry Papaya aroma and flavor again and again! - Ingredients: Yerba Mate, Strawberries, Papaya, Lime Peel and Natural Strawberry Papaya Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teabag for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (To make 1 liter/quart): Place 5 teabags into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the teabags. Steep for 5 minutes. Quarter fill a serving pitcher with cold water. Pour the tea into the serving pitcher. Add ice and top up with cold water. Garnish and sweeten to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and rel
Value: 150.0
Unit: Count
",https://m.media-amazon.com/images/I/81xjAnwo1JL.jpg,93.46
20819,"Item Name: Lime Jalapeno Dandelion Root Tea (Loose) (8 oz, ZIN: 570613) - 2 Pack
Bullet Point 1: Our Lime Jalapeno Dandelion Root tea is a delicious naturally flavored Dandelion Root coffee substitute with Lime Peel, Jalapenos (Dried, Diced) and Green Bell Peppers that you will enjoy relaxing with anytime! The natural and caffeine-free Lime Jalapeno taste is delicious! - Ingredients: Dandelion Root, Lime Peel, Jalapenos (Dried, Diced), Green Bell Peppers and Natural Lime Jalapeno Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 8 oz
Bullet Point 5: Loose Leaf Dandelion Root Tea - Packed in a convenient upright pouch!
Product Description: Our Lime Jalapeno Dandelion Root tea is a delicious naturally flavored Dandelion Root coffee substitute with Lime Peel, Jalapenos (Dried, Diced) and Green Bell Peppers that you will enjoy relaxing with anytime! The natural and caffeine-free Lime Jalapeno taste is delicious! - Ingredients: Dandelion Root, Lime Peel, Jalapenos (Dried, Diced), Green Bell Peppers and Natural Lime Jalapeno Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teaspoon of tea for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Strain and pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teaspoons of tea into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the tea itself. Steep for 5 minutes. Fill a serving pitcher with 1/4 cold water. Strain and pour the tea into the serving pitcher Add ice and top up with cold water. Sweeten and garnish to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We st
Value: 16.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81uaNMkOXJL.jpg,64.31
21545,"Item Name: Bush's Best Vegetarian Fat Free Baked Beans 16 oz (Pack of 12)
Bullet Point: High in fiber
Product Description: Dear friends: our company, which was founded in 1908 by my great-grandfather, a. j. bush, is proud to bring you this quality product. our baked beans are made from a secret family recipe that's been passed down and closely guarded by generations of the bush family. bush's baked beans are slow-cooked, using only the finest ingredients and the greatest of care, so that you can taste our secret family recipe in every bean. to us, that's more than a slogan...it's a promise, to bring the flavor of ou
Value: 192.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/411-Z1bRCkL.jpg,2.49
23604,"Item Name: Chips: 3 Complete Seasons, 1-3 DVD
Value: nan
Unit: None
",https://m.media-amazon.com/images/I/51x83GMGwoL.jpg,35.480000000000004
24380,"Item Name: Simply Organic Harissa Seasoning, 3.2 oz (91 g)
Bullet Point 1: HARISSA SEASONING - Simply Organic Harissa Seasoning is a tantalizing blend inspired by the iconic Tunisian hot sauce. Our organic creation is a garlic-kissed masterpiece, delivering a complex, smoky, curry-like flavor with a touch of invigorating spicy heat. Dive into the vibrant world of Harissa with this gorgeous, earthy-red blend that captures the essence of North African cuisine.
Bullet Point 2: BEST USES - Immerse your dishes in the rich and exotic flavors of North Africa by sprinkling our Harissa Seasoning. Perfect for adding a spicy kick to roasted vegetables, grilled meats, or couscous, this blend brings a depth of taste that elevates your culinary creations.
Bullet Point 3: SIMPLY ORGANIC BOTTLED SPICES - Elevate your daily dishes with Simply Organic Bottled Spices, where the pure, delicious flavor of our spices and seasonings bring the goodness of organics to everyday meals.
Bullet Point 4: GROWN FOR SOMETHING GREATER - Simply Organic works directly with sourcing partners whenever possible, paying fair prices directly to them, without a middleman, to maximize the grower's return. With Simply Organic you can feel good about the food on your table and its effect on the world we live in.
Bullet Point 5: ABOUT US - We are Simply Organic. The original, all-organic spice brand that lives up to the promise of our name in all we cultivate and bring to the table. We believe in nourishing lives and preserving the Earth for generations to come, all through inherently better food.
Value: 3.2
Unit: Ounce
",https://m.media-amazon.com/images/I/71RJ5KlOE0L.jpg,6.21
24711,"Item Name: Lavazza Gran Riserva Filtro Ground Coffee Dark Roast 8oz Brick (Pack of 20)
Bullet Point 1: 8oz Brick of Lavazza Gran Riserva Filtro (Pack of 20)Ground
Bullet Point 2: Dark roast
Bullet Point 3: 100% natural Arabica
Bullet Point 4: Dark and bold taste
Bullet Point 5: Cocoa and Caramel aromatic notes
Bullet Point 6: Blended and roasted in Italy
Bullet Point 7: Best used in drip coffee maker or French press
Bullet Point 8: Contains only Coffee
Value: 160.0
Unit: Ounce
",https://m.media-amazon.com/images/I/51qbeH+pNJL.jpg,129.28
25548,"Item Name: V8 Original 100% Vegetable Juice, 46 fl oz Can (12 Pack)
Bullet Point 1: Twelve (12) 46 fl oz cans of V8 Original 100% Vegetable Juice
Bullet Point 2: A satisfying alternative to other juices; made with concentrated tomato juice along with the juices of seven other vegetables
Bullet Point 3: Each 8 fl oz serving of this 100% juice contains 2 servings of vegetables and is an excellent source of Vitamins A and C
Bullet Point 4: Gluten free and non GMO veggie juice with no sugar added* (*Not a low calorie food; see nutrition panel for sugar and calorie content)
Bullet Point 5: An easy way to help get your daily recommended veggies; enjoy it as a breakfast drink, afternoon snack, or post workout drink
Value: 552.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/81dS4sVUNuL.jpg,5.640000000000001
31690,"Item Name: Pacific Natural Foods, Milk Soy Ult Plain, 32 Ounce
Bullet Point 1: 70%+ Organic
Bullet Point 2: Gluten Free
Bullet Point 3: Dairy Free
Bullet Point 4: Yeast Free
Bullet Point 5: Kosher
Product Description: With all the essential amino acids our bodies need, soy is a valued source of protein around the world. We've added a touch of sweetness and a whole lot of essential minerals and vitamins for a refreshing beverage that's as nutritious as it is delicious.
Value: 32.0
Unit: Ounce
",https://m.media-amazon.com/images/I/61TUe05ILAL.jpg,3.65
32380,"Item Name: Prince of Peace Ginger Green Tea, 4 Pack - 16 Tea Bags Each – Chinese Tea Bags – Green & Ginger Tea Bags – Prince of Peace – Herbal Tea – Ginger Green Tea Bag – Sugar Free Tea
Bullet Point 1: SWEET & SPICY. Prince of Peace Ginger Green Tea offers a hint of sweetness from Stevia and a warm, spicy aroma from ginger.
Bullet Point 2: ZERO CALORIE TEA. Enjoy the appealing aroma and exquisitely smooth taste of Prince of Peace Ginger Green Tea, which is sugar free and zero calories.
Bullet Point 3: PROPRIETARY BLEND. Prince of Peace Ginger Green Tea is formulated with a proprietary blend of ginger, green tea, licorice, and stevia.
Bullet Point 4: BREWING INSTRUCTIONS. Place one tea bag in a 6 fl. oz. mug and fill with hot water. Steep for at least 2 minutes.
Bullet Point 5: HIGH-QUALITY PRODUCTS. Since 1983, Prince of Peace has been committed to offering a selection of herbal tea products tested for safety and potency.
Value: 4.0
Unit: Count
",https://m.media-amazon.com/images/I/611eW3CFncL.jpg,27.95
32427,"Item Name: Wonderful Pistachios No Shells, Roasted & Salted Nuts, 6 Ounce Bag (Pack of 5), Protein Snacks, Gluten Free, Healthy Snack
Bullet Point 1: SIZE: Pack of 5 (6 Ounce) No Shells - Our Wonderful Pistachios (Pack of 5) 6 ounce bags makes snacking on-the-go, healthy snack tasty and easy. See nutrition information for fat content.
Bullet Point 2: FLAVOR: Roasted & Salted -A combination of fiber, protein and fat may help to curb hunger between meals in a healthy way.
Bullet Point 3: CALIFORNIA GROWN: Wonderful Pistachios grows all of its pistachios in California orchards, where we carefully tend and harvest using the latest in sustainable practices.
Bullet Point 4: HEALTHY SNACKING: Pistachios are a healthy, protein-powered addition to any gathering - from party to picnic. Pistachios are a healthy choice for snacking on-the-go and around the house. They make for a wonderful travel snack or office snack.
Bullet Point 5: SIMPLY WONDERFUL PISTACHIOS: Gluten Free, Plant Based Protein, Kosher Certified, Halal Certified, and Non-GMO Project Verified. Contains tree nuts (pistachios), a good source of copper and vitamin B6.
Value: 30.0
Unit: Ounce
",https://m.media-amazon.com/images/I/71r29TLnHnL.jpg,6.29
32496,"Item Name: Canola Oil, Refined, 32 oz.
Bullet Point: 32 oz.
Product Description: Use Spectum Naturals Canola Oil as an all purpose oil. Its neutral flavor lets the taste of other ingredients shine through. Expeller pressed without hexane or other harmful chemicals. Nitrogen packed to preserve freshness. Contains no trans fatty acids. No preservatives added. Suitable for light sauteing, baking, sauces, soups and salads.
Value: 6.0
Unit: Count
",https://m.media-amazon.com/images/I/51URJSAhxXL.jpg,20.93
